id,event,event_text,original_timestamp,timestamp,brand,category,price,f0_,quantity
F8385A6F-9A69-4B08-A50E-826BF5381DD7,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-11 18:25:58.931000 UTC,2023-01-11 18:25:59.243000 UTC,Smashbox,Blush Brush,3300.0,7541112,1
9467ba41-b692-48c2-bbf1-47b62d184207,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-30 11:07:59.741000 UTC,2023-03-30 11:08:00.665000 UTC,Sugarbear,Biotin - Hair,1999.0,7548422,1
ajs-next-952918782a314b09fa0edab41a192415,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-21 06:36:07.849000 UTC,2023-02-21 06:36:10.131000 UTC,Garnier,Hair Colour,42.0,7539830,1
ajs-next-ce171c2aa33f4786097ad7cfb79b5f27,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-13 11:11:31.174000 UTC,2023-01-13 11:11:31.190000 UTC,The Man Company,Beard Wax,549.0,7533596,1
be5e9984-e59a-475d-b47f-932e5429b7f1,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-05 09:46:25.641000 UTC,2023-04-05 09:46:44.713000 UTC,Sugarbear,Biotin - Hair,1999.0,7548422,1
28eef31a-e306-40ac-9cff-7492fbaee327,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-22 17:30:29.292000 UTC,2023-03-22 17:30:27.542000 UTC,BabyChakra,Baby Care Lotions & Creams,254.0,7527868,1
ajs-next-e5a8017fbf314ca00a77fac9e118ced7,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-12-27 22:10:16.410000 UTC,2022-12-27 22:10:16.639000 UTC,L'occitane,Face Oil,10000.0,7531670,1
ajs-next-8211f22b58dc7ffc52119683c5404787,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-28 09:49:41.133000 UTC,2023-02-28 09:49:41.146000 UTC,Vega,Hair Brushes,425.0,7507874,1
46a82252-2cb1-4ac7-b7da-163dc3711f32,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-09 13:28:06.573000 UTC,2023-03-09 13:28:07.130000 UTC,MAKEUP REVOLUTION LONDON,Eye Palettes,1757.0,7511751,1
65ecb1ab-d052-4fd0-b930-1705ad08a6a8,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-09 14:00:02.767000 UTC,2023-03-09 14:00:02.834000 UTC,Atulya,Hair Mask,249.0,7528721,1
3efbcfad-e098-469c-958d-ccaa8158e393,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-08 13:12:38.936000 UTC,2023-04-08 13:12:39.484000 UTC,mCaffeine,Eye Masks,695.0,7552796,1
db2a8df2-966d-4a14-bd20-2ae9b5c75b30,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-25 11:57:34.037000 UTC,2023-03-25 11:57:36.660000 UTC,Soulflower,Massage Oil,552.0,7500738,1
7dec4194-7ed3-4580-a568-48b4157c37e6,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-06 06:35:46.292000 UTC,2023-04-06 06:35:48.184000 UTC,Mamaearth,Body Wash,278.0,7524115,1
AE85EBD8-4FF4-4528-B0E8-6FAF0746A4FE,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-25 13:32:55.691000 UTC,2023-03-25 13:32:56.108000 UTC,Basicare,Hair Accessories,170.0,7532365,1
a71b5ed4-8591-49eb-9293-a10768ce3e68,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-12-16 09:34:05.180000 UTC,2022-12-16 09:34:05.776000 UTC,Incolor,Lip Gloss,349.0,7526408,1
21191cd7-6d99-4528-a42a-f860dcf1151f,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-11-03 07:31:08.474000 UTC,2022-11-03 07:31:09.301000 UTC,L'occitane,Makeup Remover,1950.0,7511639,1
3c093b7c-77a6-4139-828d-7733cab46dad,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-26 13:08:25.298000 UTC,2023-03-26 13:08:25.350000 UTC,Mothercare,Baby Oil,399.0,7537130,1
6e3231cb-a6a4-41fb-b7b3-04678670b35c,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-02 18:01:23.786000 UTC,2023-04-02 18:01:25.466000 UTC,Innisfree,Hand Creams,500.0,7522729,1
15e3937f-4753-427a-9b24-2d79fe7c9f03,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-27 11:08:38.572000 UTC,2023-03-27 11:08:39.188000 UTC,Ikonic Professional,Hair Brushes,688.0,7524755,1
9de2ec9d-725b-42a7-8b26-32442aec7504,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-28 09:10:11.378000 UTC,2023-03-28 09:10:09.877000 UTC,Versace,Mens Deodorants & Roll-Ons,3950.0,7518235,1
31b725a9-f236-4ba8-a525-75b66388a322,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-12 18:30:23.425000 UTC,2023-03-12 18:30:24.169000 UTC,By Terry,Eye Shadow,3275.0,7520089,1
2386c1fd-9b3c-4fc2-96f3-93a5feb535eb,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-03 12:52:09.036000 UTC,2023-04-03 12:52:09.469000 UTC,Berina,Hair Colour,236.0,7500326,1
3a2f149f-6fc7-4d06-93f2-908f9984fcd9,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-03 12:52:05.933000 UTC,2023-04-03 12:52:06.366000 UTC,Berina,Hair Colour,236.0,7500560,1
ajs-next-698a521b0ffad80c739b5ffc1f1bc2cd,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-17 09:31:20.137000 UTC,2023-01-17 09:31:20.125000 UTC,Mamaearth,Hair Masks,599.0,7520756,1
ajs-next-fcc7f501e029f37ccb278ad69235e9e4,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-17 07:44:16.852000 UTC,2023-01-17 07:44:17.502000 UTC,Plum,Body Butters,393.75,7531653,1
ajs-next-6c801b1c9efb43c4b6103d0160eff3b7,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-28 12:24:17.782000 UTC,2023-01-28 12:24:17.802000 UTC,The Moms Co.,Face Oil,308.1,7522803,1
ajs-next-d8b7ce635a5d0c8aedcc3a1d32e9fc6d,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-13 06:42:10.715000 UTC,2023-01-13 06:42:10.990000 UTC,Garnier,Hair Color,29.0,7505256,1
ajs-next-d9f416792d86515a9c54f60e79938eab,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-14 12:37:30.050000 UTC,2023-03-14 12:37:30.067000 UTC,Ustraa,Beard Softener,351.0,7531246,1
3b3985a5-f561-4de2-9a90-0752d11d6926,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-05 15:50:13.235000 UTC,2023-04-05 15:50:11.671000 UTC,Lakme,Eye Palettes,666.0,7547130,1
ff331f26-a793-41eb-b8f4-9472a978df9a,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-09 13:44:38.287000 UTC,2023-03-09 13:44:37.021000 UTC,mCaffeine,Body Sunscreen,551.0,7542175,1
22210068-ccf7-4649-97de-805c66c5153f,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-09 08:57:43.904000 UTC,2023-03-09 08:57:44.718000 UTC,Re'equil,Eye Creams & Serums,550.0,7523703,1
9118e770-f547-42bc-bdfb-141a7ae261ae,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-08 13:23:02.033000 UTC,2023-04-08 13:23:02.960000 UTC,WishCare,Body Sunscreen,389.0,7551202,1
684540d2-0012-4fb7-9510-cf52b7a23048,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-12-30 16:27:07.071000 UTC,2022-12-30 16:27:07.878000 UTC,Mamaearth,Hair Masks,539.0,7520766,1
3428c129-03d4-4424-bbc0-f2969444cc67,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-24 17:19:25.353000 UTC,2023-03-24 17:19:26.615000 UTC,O3+,Scrubs & Exfoliators,465.0,7554239,1
be6fadda-f6df-42a0-95ba-617b207770ee,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-03 15:22:33.835000 UTC,2023-01-03 15:22:34.004000 UTC,Miss Claire,Lip Liner,65.0,7501348,1
C06C7F0D-3718-42E7-8952-59AB303B7A25,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-30 20:33:15.958000 UTC,2023-03-30 20:33:16.588000 UTC,The Moms Co.,Eye Creams & Serums,308.0,7523032,1
BF16A848-FC5A-4DBF-829F-A4708FFFEED3,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-12-27 19:40:38.209000 UTC,2022-12-27 19:40:38.486000 UTC,Phy,Gels & Waxes,340.0,7533667,1
ajs-next-aaefa0ea973be0ef8f5bc6222eac2b88,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-13 15:00:47.294000 UTC,2023-02-13 15:00:47.316000 UTC,Gans,Body Butters,559.3,7538169,1
bc0f0874-1b3b-4119-b9ca-1cf58d432ed4,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-02 17:53:42.348000 UTC,2023-04-02 17:53:44.529000 UTC,Vedic Valley,Body Lotions & Moisturisers,500.0,7556313,1
36478c9b-bba2-44cb-8585-9677a78383a0,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-28 08:39:00.975000 UTC,2023-03-28 08:39:01.428000 UTC,The Face Shop,Face Oil,2659.0,7538524,1
E192080A-7647-46B8-B874-7D95971D61EC,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-23 06:05:26.576000 UTC,2023-01-23 06:05:26.982000 UTC,Plum,Massage Oil,467.0,7500742,1
7c02f4f5-731e-46fc-b4c6-935ff56ea111,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-30 08:17:34.598000 UTC,2023-03-30 08:17:36.761000 UTC,Carolina Herrera,Womens Deodorants & Roll-Ons,1699.0,7506482,1
ajs-next-976caa5e13c87f1a2ae103bed1e25620,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-09 10:19:47.334000 UTC,2023-02-09 10:19:47.336000 UTC,VLCC,Foot Cares,565.0,7534822,1
1003EA3C-C00E-41FC-8413-88C44D5848D6,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-23 13:48:00.669000 UTC,2023-03-23 13:48:00.864000 UTC,Estee Lauder,Eye Creams & Serums,4600.0,7532299,1
ajs-next-3d12407fb265aa35d5d66dc7167405a2,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-13 09:43:52.639000 UTC,2023-03-13 09:43:52.877000 UTC,Plum,Unisex Deodorants & Roll-Ons,300.0,7506610,1
ajs-next-d0f8df66027753d18fc6f649165bb8fe,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-22 19:05:12.199000 UTC,2023-03-22 19:05:12.347000 UTC,Passion Indulge,Essential Oil,340.0,7517665,1
a81d97c7-66e6-4131-993d-b3020bb4c7a4,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-05 02:21:22.194000 UTC,2023-04-05 02:21:24.336000 UTC,Vega,Hair Combs,252.0,7507866,1
7aaf7fcb-f5b4-49fb-b6b0-9bb176cb3e24,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-22 16:10:49.386000 UTC,2023-03-22 16:10:50.617000 UTC,Gillette,Razors & Cartridges,1299.0,7547328,1
245b21dc-be7c-4705-a0e9-0bef3f1ed803,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-22 17:45:38.777000 UTC,2023-03-22 17:45:39.333000 UTC,Alainne,Body Groomers,85.0,7549094,1
2ea7f8fa-2f98-4a96-b1d1-1b956b9decfa,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-13 10:42:26.853000 UTC,2023-02-13 10:42:27.464000 UTC,The Natural Wash,Womens Deodorants & Roll-Ons,260.0,7505896,1
93749e85-e190-44d6-92bc-181a273abbfd,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-14 06:12:30.784000 UTC,2023-02-14 06:11:53.810000 UTC,Biotique,Scrubs & Exfoliators,75.0,7504341,1
ajs-next-31463e0b3ccbdf5f0699ebc72b77844f,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-20 16:05:13.376000 UTC,2023-03-20 16:05:13.848000 UTC,PAC,Eye Brush,395.0,7541652,1
95440525-E6E1-4D2A-9A9A-BB2FACE774D1,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-26 06:16:19.989000 UTC,2023-03-26 06:16:20.246000 UTC,The Beard Story,Pre & Post Shaves,314.0,7522139,1
ce28add2-bec9-4f35-a383-d8be9d129219,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-08-11 07:48:48.687000 UTC,2022-08-11 07:48:49.682000 UTC,Miss Claire,Lip Liner,65.0,7501758,1
4f3d29ce-3408-42ac-8f76-3937ba1e3bff,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-12-30 12:27:09.468000 UTC,2022-12-30 12:27:10.566000 UTC,Beardo,Body Butters,399.0,7536835,1
827F02BC-30A7-4C5A-8EEC-D47BBED715F9,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-08 06:15:54.498000 UTC,2023-02-08 06:15:54.800000 UTC,Innisfree,Hand & Foot Masks,190.0,7534202,1
D2EC1F28-3F87-4367-BC84-8FB5AB332A78,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-17 11:18:58.119000 UTC,2023-01-17 11:18:58.678000 UTC,Wet n Wild,Sponges & Applicators,509.0,7530242,1
5FBFB3E5-2F7C-47C0-A9EC-B73DD4837B43,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-07 05:12:23.516000 UTC,2023-04-07 05:12:23.751000 UTC,The Man Company,Scrubs & Exfoliators,275.0,7534093,1
23A70745-4A20-4922-9F72-BC7C91B570CF,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-07 05:01:55.255000 UTC,2023-04-07 05:01:55.684000 UTC,Plum,Body Mists & Sprays,420.0,7506176,1
0B51AB97-1734-4F56-B4AE-59FFD92A60AB,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-03 06:12:22.054000 UTC,2023-04-03 06:12:22.514000 UTC,Bold Care,All Other Supplements,350.0,7536955,1
948e883c-4791-43ca-9aa4-fa93413d3981,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-23 11:13:58.304000 UTC,2023-03-23 11:13:59.191000 UTC,Alainne,Body Groomers,85.0,7549096,1
dde93eb2-0d25-4be9-801a-3f2ffa8c6385,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-27 05:17:13.598000 UTC,2023-03-27 05:17:14.783000 UTC,Colorbar,Face Oil,590.0,7504555,1
8D76014E-AF15-49A5-9F81-9CC2B5B38218,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-23 06:55:35.931000 UTC,2023-03-23 06:55:36.723000 UTC,Plum,Body Butters,393.0,7535972,1
ajs-next-833cd61c5628416699cd19d7adfb1b45,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-23 06:39:39.533000 UTC,2023-02-23 06:39:41.452000 UTC,St.Botanica,Gift Sets,1317.36,7538650,1
ajs-next-4ed0699ce602fe18b98fdb3392713813,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-24 15:59:39.350000 UTC,2023-02-24 15:59:39.577000 UTC,GUBB,Sponges & Applicators,849.0,7524453,1
ajs-next-e9547786f9d1d5bb128192a0f8233882,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-18 17:56:40.549000 UTC,2023-03-18 17:56:40.833000 UTC,Bioderma,Makeup Remover,355.0,7545921,1
ajs-next-00caaedd5031d500f41e87a0b541991b,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-03 01:04:03.784000 UTC,2023-03-03 01:04:03.761000 UTC,ST.JOHN,Womens Deodorants & Roll-Ons,750.0,7518276,1
ajs-next-8beb42fe0307015a7816414b5ff326cc,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-16 08:10:36.627000 UTC,2023-03-16 08:10:36.744000 UTC,Shiseido,Eye Creams & Serums,4230.0,7544261,1
ajs-next-16c54ff4f5ba0c8192e13e3a726dcf7d,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-14 15:13:52.609000 UTC,2023-03-14 15:13:53.396000 UTC,NICKA K,Eye Palettes,399.0,7511781,1
b1928727-c2f0-42e0-a2e3-57a1ea80c42e,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-05 12:13:23.487000 UTC,2023-04-05 12:13:23.613000 UTC,KAMA Ayurveda,Massage Oil,1325.0,7549367,1
d6f04155-25d4-46c8-993b-2dd8f49ec800,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-22 18:12:56.804000 UTC,2023-03-22 18:12:57.115000 UTC,Uncle Tony,Beard Wash,1799.0,7546263,1
191a2539-006b-4a93-94cb-5bcb8b682cf9,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-04 11:26:47.570000 UTC,2023-04-04 11:26:49.244000 UTC,Bobbi Brown,Highlighters,2150.0,7502800,1
ajs-next-4686ac9ba28abc358373fa8fe3beadb9,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-10 07:57:31.939000 UTC,2023-01-10 07:57:32.335000 UTC,True Frog,Gels & Waxes,595.0,7540452,1
ajs-next-e12824d1f777a997aa159600772dd976,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-10 07:15:50.508000 UTC,2023-01-10 07:15:50.947000 UTC,GUBB,Manicure & Pedicure Kits,209.3,7518301,1
ajs-next-5fde4dd63f08c460b7f5cfc7249f9348,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-12-17 12:37:50.817000 UTC,2022-12-17 12:37:51.071000 UTC,Allure,Brush Sets,899.0,7512343,1
F4781B4F-D2C0-4052-8D9A-A831EF1DB0C5,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-31 06:24:48.165000 UTC,2023-03-31 06:24:49.312000 UTC,Dyson,Hair Dryers & Stylers,34900.0,7549101,1
15A18D35-D93F-4FE6-9C5E-60B925A13A92,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-28 14:48:46.286000 UTC,2023-03-28 14:48:46.721000 UTC,KAMA Ayurveda,Face Oil,1375.0,7509314,1
45A32305-7BA9-44BD-B5B4-DC9683047E81,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-28 04:08:56.179000 UTC,2023-03-28 04:08:56.689000 UTC,It's a 10 Haircare,Hair Mask,2520.0,7544912,1
3942e6ab-2f98-4686-91e0-f47e9092dc27,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-09-14 05:20:00.032000 UTC,2022-09-14 05:20:00.128000 UTC,EMBARK,Mens Deodorants & Roll-Ons,345.0,7506872,1
F9DA1CF1-35D2-4484-90A6-5A211CE3AED5,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-26 08:17:49.310000 UTC,2023-03-26 08:17:49.785000 UTC,AND,Body Mists & Sprays,300.0,7539748,1
9552b8a2-6de4-4559-9840-0cf5e50b018d,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-08 11:48:36.966000 UTC,2023-04-08 11:48:37.643000 UTC,BBlunt,Hair Spray,424.0,7547813,1
D9E8EC8D-5299-4C72-B7A4-46BC0054F261,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-07 09:31:01.933000 UTC,2023-04-07 09:31:02.083000 UTC,Plum,Body Mists & Sprays,420.0,7506176,1
55F1A4EC-775B-4539-A2C2-9FFB6F073148,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-08 03:24:14.585000 UTC,2023-04-08 03:24:15.044000 UTC,Blue Heaven,Makeup Remover,67.0,7547949,1
AA6E7B32-7281-42AD-BA86-532F80F10985,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-12-28 00:15:53.835000 UTC,2022-12-28 00:15:54.314000 UTC,Plum,Body Butters,393.0,7531693,1
ajs-next-f0e9c59cb3358e7d59cf8977002ebd30,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-13 06:56:14.677000 UTC,2023-02-13 06:56:15.458000 UTC,Nivea,Body Lotions & Moisturizers,342.54,7518011,1
AEE6CDB5-116F-4DF7-B597-BB5071B877F5,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-13 19:08:51.444000 UTC,2023-02-13 19:08:51.876000 UTC,PLANTAS,Eye Creams & Serums,795.0,7508563,1
2a8ab2f2-6aaf-4fdb-9c42-210e30494430,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-23 05:24:15.521000 UTC,2023-03-23 05:24:22.445000 UTC,Atulya,Hair Mask,249.0,7528729,1
511cc31d-84fd-48df-a4e1-bd24b6f04bf9,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-27 06:37:46.151000 UTC,2023-03-27 06:37:47.368000 UTC,Amazon Series,Hair Cream,1800.0,7533626,1
1c36834e-aa90-4115-82a5-fc075b1d0be5,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-18 15:45:25.587000 UTC,2023-03-18 15:45:26.874000 UTC,Babila,Sponges & Applicators,160.0,7546061,1
02b0ff66-89ad-43bf-9444-498b8ec27d58,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-12 13:43:26.165000 UTC,2023-03-12 13:43:28.251000 UTC,K18,Hair Mask,5625.0,7542322,1
12C9B395-3291-483A-BA39-7690BB2B74D9,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-13 11:06:21.098000 UTC,2023-01-13 11:06:22.571000 UTC,Lifebuoy,Hand Sanitizers,95.0,7527442,1
92C643BA-280C-40C3-BB72-500FD66EFE3C,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-23 15:01:46.490000 UTC,2023-02-23 15:01:46.821000 UTC,Wet n Wild,Face Brush,361.0,7530338,1
ajs-next-76c944219e729bec60e5e443554e0cbd,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-09 18:59:05.184000 UTC,2023-02-09 18:59:05.551000 UTC,Berina,Hair Straighteners,4639.2,7542253,1
ajs-next-5175ba0d845b5f8265752c6663694c17,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-24 03:04:03.368000 UTC,2023-02-24 03:04:03.348000 UTC,The Man Company,Beard Serum,345.73,7536622,1
